Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
antiviral IFN signature,enriched in activated dendritic cells (II),5,22,22.73,1.1999678282080025e-9,8.920830397468237
antiviral IFN signature,enriched in activated dendritic cells (II),5,22,22.73,1.1999678282080025e-9,8.920830397468237
"myeloid cell cytokines, metallopeptidases and laminins",immune activation - generic cluster,2,347,0.58,2.4062841407088285e-16,15.618653091270534
"myeloid cell cytokines, metallopeptidases and laminins",immune activation - generic cluster,2,347,0.58,2.4062841407088285e-16,15.618653091270534
"myeloid cell cytokines, metallopeptidases and laminins","myeloid, dendritic cell activation via NFkB (II)",2,14,14.29,6.730380939561178e-5,4.171960354012677
"myeloid cell cytokines, metallopeptidases and laminins","myeloid, dendritic cell activation via NFkB (II)",2,14,14.29,6.730380939561178e-5,4.171960354012677
"myeloid cell cytokines, metallopeptidases and laminins",cytokines - recepters cluster,3,11,27.27,0.0033605884999073805,2.4735846631213083
"myeloid cell cytokines, metallopeptidases and laminins",cytokines - recepters cluster,3,11,27.27,0.0033605884999073805,2.4735846631213083
"myeloid cell cytokines, metallopeptidases and laminins",interferon alpha response (I),2,11,18.18,2.6921523758244683e-5,4.569900362684715
"myeloid cell cytokines, metallopeptidases and laminins",interferon alpha response (I),2,11,18.18,2.6921523758244683e-5,4.569900362684715
enriched in myeloid cells and monocytes,myeloid cell enriched receptors and transporters,2,31,6.45,3.348170180080702e-16,15.475192475890351
enriched in myeloid cells and monocytes,myeloid cell enriched receptors and transporters,2,31,6.45,3.348170180080702e-16,15.475192475890351
enriched in myeloid cells and monocytes,regulation of antigen presentation and immune response,3,81,3.7,4.474629170739096e-25,24.34924295046537
enriched in myeloid cells and monocytes,regulation of antigen presentation and immune response,3,81,3.7,4.474629170739096e-25,24.34924295046537
enriched in myeloid cells and monocytes,B cell development,2,11,18.18,7.758165205100747e-8,7.110240976617926
enriched in myeloid cells and monocytes,B cell development,2,11,18.18,7.758165205100747e-8,7.110240976617926
enriched in myeloid cells and monocytes,enriched in monocytes (II),6,189,3.17,1.5425300683297205e-30,29.81176636156869
enriched in myeloid cells and monocytes,enriched in monocytes (II),6,189,3.17,1.5425300683297205e-30,29.81176636156869
enriched in myeloid cells and monocytes,TLR and inflammatory signaling,2,45,4.44,5.457627238405095e-20,19.262996130416248
enriched in myeloid cells and monocytes,TLR and inflammatory signaling,2,45,4.44,5.457627238405095e-20,19.262996130416248
enriched in myeloid cells and monocytes,inflammatory response,2,11,18.18,7.758165205100747e-8,7.110240976617926
enriched in myeloid cells and monocytes,inflammatory response,2,11,18.18,7.758165205100747e-8,7.110240976617926
enriched in myeloid cells and monocytes,immune activation - generic cluster,10,347,2.88,3.5406749314077026e-31,30.45091394389321
enriched in myeloid cells and monocytes,immune activation - generic cluster,10,347,2.88,3.5406749314077026e-31,30.45091394389321
enriched in myeloid cells and monocytes,enriched in neutrophils (I),2,52,3.85,1.4792723749283987e-21,20.8299518530231
enriched in myeloid cells and monocytes,enriched in neutrophils (I),2,52,3.85,1.4792723749283987e-21,20.8299518530231
enriched in myeloid cells and monocytes,inflammasome receptors and signaling,2,12,16.67,2.0688440546935296e-8,7.684272244345646
enriched in myeloid cells and monocytes,inflammasome receptors and signaling,2,12,16.67,2.0688440546935296e-8,7.684272244345646
enriched in myeloid cells and monocytes,viral sensing & immunity; IRF2 targets network (I),2,35,5.71,6.042216678832774e-11,10.218803704628098
enriched in myeloid cells and monocytes,viral sensing & immunity; IRF2 targets network (I),2,35,5.71,6.042216678832774e-11,10.218803704628098
enriched in myeloid cells and monocytes,complement activation (II),2,35,5.71,3.1032660820402883e-7,6.5081809852899655
enriched in myeloid cells and monocytes,complement activation (II),2,35,5.71,3.1032660820402883e-7,6.5081809852899655
enriched in myeloid cells and monocytes,enriched in monocytes (IV),3,35,8.57,4.227968190526101e-21,20.373868288803344
enriched in myeloid cells and monocytes,enriched in monocytes (IV),3,35,8.57,4.227968190526101e-21,20.373868288803344
enriched in myeloid cells and monocytes,Monocyte surface signature,2,35,5.71,1.8647831686176984e-28,27.729371659376714
enriched in myeloid cells and monocytes,Monocyte surface signature,2,35,5.71,1.8647831686176984e-28,27.729371659376714
enriched in naive and memory B cells,immune activation - generic cluster,2,347,0.58,7.787610491748567e-15,14.108595778455884
enriched in naive and memory B cells,immune activation - generic cluster,2,347,0.58,7.787610491748567e-15,14.108595778455884
enriched in naive and memory B cells,enriched in B cells (I),4,53,7.55,4.6607140027423616e-6,5.331547546035798
enriched in naive and memory B cells,enriched in B cells (I),4,53,7.55,4.6607140027423616e-6,5.331547546035798
enriched in naive and memory B cells,enriched in B cells (II),4,43,9.3,1.5017360068238885e-5,4.823406406117736
enriched in naive and memory B cells,enriched in B cells (II),4,43,9.3,1.5017360068238885e-5,4.823406406117736
enriched in naive and memory B cells,enriched in B cells (III),2,37,5.41,2.0876517279180168e-7,6.680341950717214
enriched in naive and memory B cells,enriched in B cells (III),2,37,5.41,2.0876517279180168e-7,6.680341950717214
enriched in naive and memory B cells,enriched in B cells (V),2,11,18.18,7.144558228149559e-4,3.1460246199182773
enriched in naive and memory B cells,enriched in B cells (V),2,11,18.18,7.144558228149559e-4,3.1460246199182773
enriched in naive and memory B cells,lymphocyte generic cluster,2,17,11.76,4.1605991262741844e-5,4.380844126464665
enriched in naive and memory B cells,lymphocyte generic cluster,2,17,11.76,4.1605991262741844e-5,4.380844126464665
enriched in naive and memory B cells,enriched in B cells (VI),2,20,10,1.4478275347840597e-5,4.839283168216573
enriched in naive and memory B cells,enriched in B cells (VI),2,20,10,1.4478275347840597e-5,4.839283168216573
enriched in naive and memory B cells,B cell surface signature,5,10,50,2.0091527527695962e-7,6.696987043260205
enriched in naive and memory B cells,B cell surface signature,5,10,50,2.0091527527695962e-7,6.696987043260205
enriched in naive and memory B cells,Naive B cell surface signature,2,10,20,1.3309283773034774e-8,7.8758453150578696
enriched in naive and memory B cells,Naive B cell surface signature,2,10,20,1.3309283773034774e-8,7.8758453150578696
chemokines and inflammatory molecules in myeloid cells,innate activation by cytosolic DNA sensing,3,11,27.27,7.432181345224828e-5,4.128883702099773
chemokines and inflammatory molecules in myeloid cells,innate activation by cytosolic DNA sensing,3,11,27.27,7.432181345224828e-5,4.128883702099773
chemokines and inflammatory molecules in myeloid cells,"cell activation (IL15, IL23, TNF)",2,15,13.33,3.0226822072834523e-7,6.519607510406747
chemokines and inflammatory molecules in myeloid cells,"cell activation (IL15, IL23, TNF)",2,15,13.33,3.0226822072834523e-7,6.519607510406747
chemokines and inflammatory molecules in myeloid cells,chemokine cluster (I),4,26,15.38,6.110454033620695e-8,7.213926518567584
chemokines and inflammatory molecules in myeloid cells,chemokine cluster (I),4,26,15.38,6.110454033620695e-8,7.213926518567584
chemokines and inflammatory molecules in myeloid cells,chemokine cluster (II),2,15,13.33,3.0226822072834523e-7,6.519607510406747
chemokines and inflammatory molecules in myeloid cells,chemokine cluster (II),2,15,13.33,3.0226822072834523e-7,6.519607510406747
chemokines and inflammatory molecules in myeloid cells,proinflammatory cytokines and chemokines,3,10,30,1.8242626938279094e-4,3.7389126230990115
chemokines and inflammatory molecules in myeloid cells,proinflammatory cytokines and chemokines,3,10,30,1.8242626938279094e-4,3.7389126230990115
chemokines and inflammatory molecules in myeloid cells,immune activation - generic cluster,3,347,0.86,3.1195644863240516e-25,24.50590603238809
chemokines and inflammatory molecules in myeloid cells,immune activation - generic cluster,3,347,0.86,3.1195644863240516e-25,24.50590603238809
chemokines and inflammatory molecules in myeloid cells,chemokines and receptors,2,11,18.18,7.96305144131232e-6,5.09892047872233
chemokines and inflammatory molecules in myeloid cells,chemokines and receptors,2,11,18.18,7.96305144131232e-6,5.09892047872233
chemokines and inflammatory molecules in myeloid cells,inflammasome receptors and signaling,2,12,16.67,3.2950557688188887e-6,5.482137230573661
chemokines and inflammatory molecules in myeloid cells,inflammasome receptors and signaling,2,12,16.67,3.2950557688188887e-6,5.482137230573661
chemokines and inflammatory molecules in myeloid cells,enriched in activated dendritic cells/monocytes,3,17,17.65,9.770285922532363e-7,6.010092726684391
chemokines and inflammatory molecules in myeloid cells,enriched in activated dendritic cells/monocytes,3,17,17.65,9.770285922532363e-7,6.010092726684391
chemokines and inflammatory molecules in myeloid cells,RIG-1 like receptor signaling,2,10,20,2.0269585486976787e-5,4.693155132538336
chemokines and inflammatory molecules in myeloid cells,RIG-1 like receptor signaling,2,10,20,2.0269585486976787e-5,4.693155132538336
chemokines and inflammatory molecules in myeloid cells,enriched in activated dendritic cells (II),3,19,15.79,1.350613139974372e-10,9.869469029389565
chemokines and inflammatory molecules in myeloid cells,enriched in activated dendritic cells (II),3,19,15.79,1.350613139974372e-10,9.869469029389565
"proinflammatory dendritic cell, myeloid cell response",T cell activation (II),2,31,6.45,1.8221909032148454e-8,7.739406125788014
"proinflammatory dendritic cell, myeloid cell response",T cell activation (II),2,31,6.45,1.8221909032148454e-8,7.739406125788014
"proinflammatory dendritic cell, myeloid cell response",innate activation by cytosolic DNA sensing,2,11,18.18,2.2114108801415364e-4,3.65533055800934
"proinflammatory dendritic cell, myeloid cell response",innate activation by cytosolic DNA sensing,2,11,18.18,2.2114108801415364e-4,3.65533055800934
"proinflammatory dendritic cell, myeloid cell response",chemokine cluster (I),3,26,11.54,1.125156526582953e-6,5.9487870563058705
"proinflammatory dendritic cell, myeloid cell response",chemokine cluster (I),3,26,11.54,1.125156526582953e-6,5.9487870563058705
"proinflammatory dendritic cell, myeloid cell response",chemokine cluster (II),2,15,13.33,2.01911428186836e-5,4.694839099293013
"proinflammatory dendritic cell, myeloid cell response",chemokine cluster (II),2,15,13.33,2.01911428186836e-5,4.694839099293013
"proinflammatory dendritic cell, myeloid cell response",proinflammatory cytokines and chemokines,3,10,30,0.0030959752321981526,2.5092025223311016
"proinflammatory dendritic cell, myeloid cell response",proinflammatory cytokines and chemokines,3,10,30,0.0030959752321981526,2.5092025223311016
"proinflammatory dendritic cell, myeloid cell response",signaling in T cells (I),2,14,14.29,2.019114281868356e-5,4.694839099293014
"proinflammatory dendritic cell, myeloid cell response",signaling in T cells (I),2,14,14.29,2.019114281868356e-5,4.694839099293014
"proinflammatory dendritic cell, myeloid cell response",signaling in T cells (II),2,11,18.18,2.2114108801415364e-4,3.65533055800934
"proinflammatory dendritic cell, myeloid cell response",signaling in T cells (II),2,11,18.18,2.2114108801415364e-4,3.65533055800934
"proinflammatory dendritic cell, myeloid cell response",chemokines and receptors,2,11,18.18,2.2114108801415364e-4,3.65533055800934
"proinflammatory dendritic cell, myeloid cell response",chemokines and receptors,2,11,18.18,2.2114108801415364e-4,3.65533055800934
"proinflammatory dendritic cell, myeloid cell response",enriched in activated dendritic cells (II),2,13,15.38,5.846733198046952e-9,8.233086723720382
"proinflammatory dendritic cell, myeloid cell response",enriched in activated dendritic cells (II),2,13,15.38,5.846733198046952e-9,8.233086723720382
enriched in antigen presentation (II),regulation of antigen presentation and immune response,6,81,7.41,5.35281532678612e-15,14.271417739605777
enriched in antigen presentation (II),regulation of antigen presentation and immune response,6,81,7.41,5.35281532678612e-15,14.271417739605777
enriched in antigen presentation (II),T cell activation and signaling,4,25,16,4.948782092605476e-9,8.305501668852514
enriched in antigen presentation (II),T cell activation and signaling,4,25,16,4.948782092605476e-9,8.305501668852514
enriched in antigen presentation (II),enriched in monocytes (II),3,189,1.59,4.9786092058786124e-26,25.3028919621743
enriched in antigen presentation (II),enriched in monocytes (II),3,189,1.59,4.9786092058786124e-26,25.3028919621743
enriched in antigen presentation (II),antigen presentation (lipids and proteins),2,11,18.18,1.4260859644619395e-6,5.845854294423709
enriched in antigen presentation (II),antigen presentation (lipids and proteins),2,11,18.18,1.4260859644619395e-6,5.845854294423709
enriched in antigen presentation (II),immune activation - generic cluster,2,347,0.58,1.9697480930199133e-33,32.70558931130373
enriched in antigen presentation (II),immune activation - generic cluster,2,347,0.58,1.9697480930199133e-33,32.70558931130373
enriched in antigen presentation (II),T cell activation (IV),2,13,15.38,1.869490844168593e-7,6.728276657461778
enriched in antigen presentation (II),T cell activation (IV),2,13,15.38,1.869490844168593e-7,6.728276657461778
enriched in antigen presentation (II),enriched in antigen presentation (I),3,18,16.67,3.2457148551054084e-8,7.488689636787608
