"","Cond1","Cond2","jaccard_distance","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"1370","FLUMIST (D30)","CN54GP140 (D3)",0,0,74,15,74,15,"",0,0,2.62033483977385e-17,16.5816432087663
"1371","FLUMIST (D30)","CN54GP140 (D7)",0,0,49,15,49,15,"",0,0,6.26884572283293e-15,14.2028124180773
"1372","FLUMIST (D30)","CN54GP140 (H6)",0,0,100,15,100,15,"",0,0,4.17218429857388e-19,18.3796365156612
"1373","FLUMIST (D30)","HIV-1 GAG-POL NEF (D1)",0.001,3,2023,12,2029,15,", CBR1, SERPINA1",0.15,20,4.38519819121497e-29,28.3580107736991
"1374","FLUMIST (D30)","HIV-1 GAG-POL NEF (D3)",0,0,142,15,142,15,"",0,0,3.00493450131465e-21,20.5221649898934
"1375","FLUMIST (D30)","HPV-VLP (M2)",0,1,609,14,612,15,"",0.16,6.67,1.1161220967408e-27,26.9522882937136
"1376","FLUMIST (D30)","INFLUENZA (D1)",0,0,26,15,26,15,"",0,0,1.57648452879791e-11,10.8023102869463
"1377","FLUMIST (D30)","PANDEMRIX (D1)",0,0,21,15,21,15,"",0,0,1.79600844164199e-10,9.74569162638257
"1378","FLUMIST (D30)","FLUARIX FLUVIRIN (D3)",0.001,2,1053,13,1061,15,", VPS41",0.19,13.33,2.99147886708193e-28,27.5241140608287
"1379","FLUMIST (D30)","INFLUENZA (D3)",0,0,40,15,40,15,"",0,0,8.40357282801132e-14,13.0755360318435
"1380","FLUMIST (D30)","PANDEMRIX (D3)",0,0,5,15,5,15,"",0,0,6.44994840041281e-05,4.19044375970669
"1381","FLUMIST (D30)","PANDEMRIX (D30)",0,0,6,15,6,15,"",0,0,1.84284240011794e-05,4.73451180405697
"1382","FLUMIST (D30)","FLUARIX FLUVIRIN (D7)",0,1,847,14,860,15,"",0.12,6.67,1.16275152271516e-29,28.9345130830731
"1383","FLUMIST (D30)","INFLUENZA (D7)",0,1,71,14,72,15,"",1.39,6.67,3.30517259249251e-15,14.4808058572041
"1384","FLUMIST (D30)","PANDEMRIX (D7)",0.022,1,32,14,33,15,"SERPINA1",3.03,6.67,4.3905380711241e-11,10.3574822526507
"1385","FLUMIST (D30)","INACTIVATED INFLUENZA (D0)",0,0,5,15,5,15,"",0,0,6.44994840041281e-05,4.19044375970669
"1386","FLUMIST (D30)","FLUZONE (D1)",0,0,12,15,13,15,"",0,0,5.75246234150529e-08,7.24014621575884
"1387","FLUMIST (D30)","FLUZONE (D30)",0,0,16,15,16,15,"",0,0,3.32734195504199e-09,8.47790256385727
"1388","FLUMIST (D30)","FLUZONE (D7)",0,0,23,15,23,15,"",0,0,6.46358656807143e-11,10.1895264302266
"1389","FLUMIST (D30)","FLUMIST (D3)",0.002,3,1235,12,1245,15,", CBR1, VPS41",0.24,20,1.57917259598113e-26,25.8015704010963
"1390","FLUMIST (D30)","FLUMIST (D7)",0,2,2401,13,2445,15,", DSCC1",0.08,13.33,7.06732179527497e-33,32.1507451335713
"1391","FLUMIST (D30)","FLUMIST (D1)",0.074,2,13,13,15,15,"DSCC1, FLVCR1",13.33,13.33,2.8310332523551e-06,5.54805502952945
"1392","FLUMIST (D30)","FLUENZ (D3-4)",0,0,6,15,6,15,"",0,0,1.84284240011794e-05,4.73451180405697
"1393","FLUMIST (D30)","FLUENZ (D6-7)",0,0,15,9,15,9,"",0,0,7.64816015859226e-07,6.11644302616284
"1394","FLUMIST (D30)","MENACTRA (D3)",0,0,15,46,15,48,"",0,0,1.41763562850689e-14,13.8484353804814
"1395","FLUMIST (D30)","MENACTRA (D7)",0,1,14,13,15,14,"",6.67,7.14,7.47820104395686e-07,6.126202863452
"1396","FLUMIST (D30)","WETVAX (D2-4)",0,0,15,101,15,101,"",0,0,3.63267770824108e-19,18.4397731311055
"1397","FLUMIST (D30)","WETVAX (D5-7)",0.002,2,13,472,15,520,", SERPINA1",13.33,0.38,8.86654557200136e-24,23.0522455494161
"1398","FLUMIST (D30)","WETVAX (D50-60)",0,1,14,312,15,314,"",6.67,0.32,1.08489606183934e-23,22.9646118672826
"1399","FLUMIST (D30)","MVA85A (D2)",0,1,14,66,15,67,"",6.67,1.49,8.2268932483982e-15,14.0847641380326
"1400","FLUMIST (D30)","ZOSTAVAX (D1)",0,0,15,14,15,14,"",0,0,1.28934500757877e-08,7.88963085701494
"1401","FLUMIST (D30)","ZOSTAVAX (D3)",0,0,15,7,15,7,"",0,0,5.86358945492071e-06,5.23183644486492
"1402","FLUMIST (D30)","YF VAX (ANY)",0,0,15,29,15,29,"",0,0,4.34949748431557e-12,11.3615609160098
"1403","FLUMIST (D30)","YF17D (D3)",0,0,15,46,15,94,"",0,0,1.41763562850689e-14,13.8484353804814
"1404","FLUMIST (D30)","YF VAX (D4-7)",0.002,1,14,600,15,601,"SERPINA1",6.67,0.17,1.37083403480134e-27,26.8630151215292
"1405","FLUMIST (D30)","STAMARIL (D10)",0,1,14,302,15,303,"",6.67,0.33,1.69102344614273e-23,22.7718503708412
"1406","FLUMIST (D30)","STAMARIL (D14)",0,0,15,70,15,70,"",0,0,5.56034512821507e-17,16.2548982511108
"1407","FLUMIST (D30)","STAMARIL (D28)",0,0,15,40,15,40,"",0,0,8.40357282801132e-14,13.0755360318435
"1408","FLUMIST (D30)","STAMARIL (D3)",0,0,15,323,15,323,"",0,0,2.08753969434185e-26,25.6803652577032
"1409","FLUMIST (D30)","STAMARIL (D60)",0,0,15,84,15,84,"",0,0,4.64386866300303e-18,17.3331200713925
"1410","FLUMIST (D30)","STAMARIL (D7)",0,1,14,482,15,483,"",6.67,0.21,2.80387592724846e-26,25.5522412080034
"1411","FLUENZ (D6-7)","RVSV ZEBOV (D7)",0,0,10,9,10,9,"",0,0,1.0825088224469e-05,4.96556855546015
"1412","FLUENZ (D6-7)","LVS F TULARENSIS (H18)",0,0,78,9,78,9,"",0,0,1.94963393418534e-12,11.7100469246824
"1413","FLUENZ (D6-7)","LVS F TULARENSIS (H192)",0,0,78,9,78,9,"",0,0,1.94963393418534e-12,11.7100469246824
"1414","FLUENZ (D6-7)","LVS F TULARENSIS (H336)",0,0,78,9,78,9,"",0,0,1.94963393418534e-12,11.7100469246824
"1415","FLUENZ (D6-7)","LVS F TULARENSIS (H48)",0,0,78,9,78,9,"",0,0,1.94963393418534e-12,11.7100469246824
"1416","FLUENZ (D6-7)","CN54GP140 (D1)",0,0,172,9,174,9,"",0,0,2.13019610052026e-15,14.6715804146581
"1417","FLUENZ (D6-7)","CN54GP140 (D3)",0,0,74,9,74,9,"",0,0,3.0423474251597e-12,11.5167911925795
"1418","FLUENZ (D6-7)","CN54GP140 (D7)",0,0,49,9,49,9,"",0,0,9.39066425891918e-11,10.0273036863516
"1419","FLUENZ (D6-7)","CN54GP140 (H6)",0,0,100,9,100,9,"",0,0,2.34553397396046e-13,12.6297582721192
"1420","FLUENZ (D6-7)","HIV-1 GAG-POL NEF (D1)",0.002,4,2022,5,2029,9,"MS4A1, MICB, RIPK2, SOCS1",0.2,44.44,4.39685439070975e-13,12.3568579165405
"1421","FLUENZ (D6-7)","HIV-1 GAG-POL NEF (D3)",0,0,142,9,142,9,"",0,0,1.13373125721147e-14,13.9454898796072
"1422","FLUENZ (D6-7)","HPV-VLP (M2)",0.007,4,606,5,612,9,"IL2, IL2RA, MICB, SOCS1",0.65,44.44,1.74684832321939e-10,9.75774480265793
"1423","FLUENZ (D6-7)","INFLUENZA (D1)",0,0,26,9,26,9,"",0,0,1.41628094255196e-08,7.84885058866763
"1424","FLUENZ (D6-7)","PANDEMRIX (D1)",0,0,21,9,21,9,"",0,0,6.98951223688852e-08,7.15555313043729
"1425","FLUENZ (D6-7)","FLUARIX FLUVIRIN (D3)",0,0,1055,9,1061,9,"",0,0,2.14793849372166e-22,21.667978158829
"1426","FLUENZ (D6-7)","INFLUENZA (D3)",0.021,1,39,8,40,9,"CXCL8",2.5,11.11,2.38506002218201e-08,7.62250068707484
"1427","FLUENZ (D6-7)","PANDEMRIX (D3)",0.077,1,4,8,5,9,"CXCL8",20,11.11,0.00699300699300699,2.15533603746506
"1428","FLUENZ (D6-7)","PANDEMRIX (D30)",0.071,1,5,8,6,9,"CXCL8",16.67,11.11,0.00299700299700299,2.52331282275966
"1429","FLUENZ (D6-7)","FLUARIX FLUVIRIN (D7)",0.006,5,843,4,860,9,"CXCL8, RIPK2, SOCS1, IL2RA, MS4A1",0.58,55.56,5.77944341489889e-09,8.23811398398037
"1430","FLUENZ (D6-7)","INFLUENZA (D7)",0,0,72,9,72,9,"",0,0,3.83306489737816e-12,11.4164538276711
"1431","FLUENZ (D6-7)","PANDEMRIX (D7)",0,0,33,9,33,9,"",0,0,2.24269649626442e-09,8.64922949543893
"1432","FLUENZ (D6-7)","INACTIVATED INFLUENZA (D0)",0,0,5,9,5,9,"",0,0,0.0004995004995005,3.3014640731433
"1433","FLUENZ (D6-7)","FLUZONE (D1)",0,0,12,9,13,9,"",0,0,3.40217058483311e-06,5.4682439146522
"1434","FLUENZ (D6-7)","FLUZONE (D30)",0,0,16,9,16,9,"",0,0,4.89482250149905e-07,6.31026305217896
"1435","FLUENZ (D6-7)","FLUZONE (D7)",0.032,1,22,8,23,9,"CXCL8",4.35,11.11,1.14086877156956e-06,5.94276430743176
"1436","FLUENZ (D6-7)","FLUMIST (D3)",0,0,1238,9,1245,9,"",0,0,5.12308200618293e-23,22.2904686922307
"1437","FLUENZ (D6-7)","FLUMIST (D7)",0.001,3,2400,6,2445,9,"CXCL8, RIPK2, SOCS1",0.12,33.33,3.11384680677066e-16,15.5067027574104
"1438","FLUENZ (D6-7)","FLUMIST (D1)",0,0,15,9,15,9,"",0,0,7.64816015859226e-07,6.11644302616284
"1439","FLUENZ (D6-7)","FLUENZ (D3-4)",0,0,6,9,6,9,"",0,0,0.0001998001998002,3.69940408181534
"1440","FLUENZ (D6-7)","FLUMIST (D30)",0,0,15,9,15,9,"",0,0,7.64816015859226e-07,6.11644302616284
"1441","FLUENZ (D6-7)","MENACTRA (D3)",0.019,1,8,45,9,48,"CXCL8",11.11,2.08,8.64997204761532e-09,8.06298529595554
"1442","FLUENZ (D6-7)","MENACTRA (D7)",0,0,9,14,9,14,"",0,0,1.22370562537476e-06,5.91232304350692
"1443","FLUENZ (D6-7)","WETVAX (D2-4)",0,0,9,101,9,101,"",0,0,2.15362664881824e-13,12.6668295834948
"1444","FLUENZ (D6-7)","WETVAX (D5-7)",0.004,2,7,472,9,520,"MS4A1, RIPK2",22.22,0.38,3.18247039309919e-14,13.4972356279488
"1445","FLUENZ (D6-7)","WETVAX (D50-60)",0.006,2,7,311,9,314,"CXCL8, RIPK2",22.22,0.64,5.64129367883442e-13,12.2486212908477
"1446","FLUENZ (D6-7)","MVA85A (D2)",0,0,9,67,9,67,"",0,0,7.01918531953335e-12,11.1537132912552
"1447","FLUENZ (D6-7)","ZOSTAVAX (D1)",0,0,9,14,9,14,"",0,0,1.22370562537476e-06,5.91232304350692
"1448","FLUENZ (D6-7)","ZOSTAVAX (D3)",0,0,9,7,9,7,"",0,0,8.74125874125873e-05,4.05842602445701
"1449","FLUENZ (D6-7)","YF VAX (ANY)",0,0,9,29,9,29,"",0,0,6.1345312518787e-09,8.21221861671856
"1450","FLUENZ (D6-7)","YF17D (D3)",0,0,9,46,9,94,"",0,0,1.57272219047551e-10,9.80334798544978
"1451","FLUENZ (D6-7)","YF VAX (D4-7)",0,0,9,601,9,601,"",0,0,3.29264488422805e-20,19.4824551059527
"1452","FLUENZ (D6-7)","STAMARIL (D10)",0.006,2,7,301,9,303,"MICB, SOCS1",22.22,0.66,7.06039376154917e-13,12.151171077461
"1453","FLUENZ (D6-7)","STAMARIL (D14)",0,0,9,70,9,70,"",0,0,4.85881465864842e-12,11.3134696669509
"1454","FLUENZ (D6-7)","STAMARIL (D28)",0,0,9,40,9,40,"",0,0,4.86746943302453e-10,9.31269676710335
"1455","FLUENZ (D6-7)","STAMARIL (D3)",0.003,1,8,322,9,323,"MICB",11.11,0.31,2.74256944770328e-15,14.5618423663522
"1456","FLUENZ (D6-7)","STAMARIL (D60)",0.011,1,8,83,9,84,"MICB",11.11,1.19,9.66900968843615e-11,10.0146180046007
"1457","FLUENZ (D6-7)","STAMARIL (D7)",0.004,2,7,481,9,483,"MICB, SOCS1",22.22,0.41,2.79290359681458e-14,13.5539440546656
"1458","MENACTRA (D3)","RVSV ZEBOV (D7)",0,0,10,46,10,48,"",0,0,2.80843248299199e-11,10.551536012456
"1459","MENACTRA (D3)","LVS F TULARENSIS (H18)",0.025,3,75,43,78,48,"CARD9, CCL20, TLR4",3.85,6.25,1.28306857723322e-29,28.8917501309064
"1460","MENACTRA (D3)","LVS F TULARENSIS (H192)",0.025,3,75,43,78,48,"CCL20, CARD9, TLR4",3.85,6.25,1.28306857723322e-29,28.8917501309064
"1461","MENACTRA (D3)","LVS F TULARENSIS (H336)",0.025,3,75,43,78,48,"CCL20, CARD9, TLR4",3.85,6.25,1.28306857723322e-29,28.8917501309064
"1462","MENACTRA (D3)","LVS F TULARENSIS (H48)",0.025,3,75,43,78,48,"CARD9, CCL20, TLR4",3.85,6.25,1.28306857723322e-29,28.8917501309064
"1463","MENACTRA (D3)","CN54GP140 (D1)",0,0,172,46,174,48,"",0,0,2.47784136321466e-48,47.6059265015459
"1464","MENACTRA (D3)","CN54GP140 (D3)",0,0,74,46,74,48,"",0,0,2.72098599374693e-34,33.5652736937418
"1465","MENACTRA (D3)","CN54GP140 (D7)",0,0,49,46,49,48,"",0,0,3.24022481581898e-28,27.4894248561877
"1466","MENACTRA (D3)","CN54GP140 (H6)",0,0,100,46,100,48,"",0,0,4.37055423854773e-39,38.359463485803
"1467","MENACTRA (D3)","HIV-1 GAG-POL NEF (D1)",0.006,12,2014,34,2029,48,"APOBR, C1QB, C1QC, C2, C3AR1, C5AR1, CFB, CFD, SERPING1, ST14, TBC1D8, TLR4",0.59,25,3.21858566944406e-64,63.4923349267178
"1468","MENACTRA (D3)","HIV-1 GAG-POL NEF (D3)",0.016,3,139,43,142,48,"C1QB, C3AR1, SERPING1",2.11,6.25,5.9961689249553e-39,38.2221261406432
"1469","MENACTRA (D3)","HPV-VLP (M2)",0.02,13,597,33,612,48,"CFD, IFNA21, C1QB, C2, CCL20, CFB, CFH, IL1B, IL6, LAMC2, MMP12, SERPING1, TNF",2.12,27.08,4.34623816882372e-45,44.3618864785282
"1470","MENACTRA (D3)","INFLUENZA (D1)",0,0,26,46,26,48,"",0,0,3.62403880050634e-20,19.4408071612282
"1471","MENACTRA (D3)","PANDEMRIX (D1)",0.015,1,20,45,21,48,"TLR4",4.76,2.08,5.1646323935002e-16,15.2869605851136
"1472","MENACTRA (D3)","FLUARIX FLUVIRIN (D3)",0.002,2,1053,44,1061,48,"AIF1, C3AR1",0.19,4.17,1.03396680949394e-76,75.9854934019432
"1473","MENACTRA (D3)","INFLUENZA (D3)",0.024,2,38,44,40,48,"TLR4, CXCL8",5,4.17,6.77330750917073e-22,21.1691992069118
"1474","MENACTRA (D3)","PANDEMRIX (D3)",0.02,1,4,45,5,48,"CXCL8",20,2.08,2.17108119843682e-05,4.66332393362821
"1475","MENACTRA (D3)","PANDEMRIX (D30)",0.02,1,5,45,6,48,"CXCL8",16.67,2.08,2.55421317463155e-06,5.5927428593425
"1476","MENACTRA (D3)","FLUARIX FLUVIRIN (D7)",0.004,4,844,42,860,48,"C5AR1, IL1B, CXCL8, PTX3",0.47,8.33,8.18103833277315e-68,67.0871915724196
"1477","MENACTRA (D3)","INFLUENZA (D7)",0.009,1,71,45,72,48,"C2",1.39,2.08,8.48754209349009e-32,31.0712180588469
"1478","MENACTRA (D3)","PANDEMRIX (D7)",0.013,1,32,45,33,48,"SERPING1",3.03,2.08,4.21934206666613e-21,20.3747552644632
"1479","MENACTRA (D3)","INACTIVATED INFLUENZA (D0)",0,0,5,46,5,48,"",0,0,4.25702195771926e-07,6.37089410972615
"1480","MENACTRA (D3)","FLUZONE (D1)",0.018,1,11,45,13,48,"SERPING1",7.69,2.08,6.50373838166566e-11,10.1868369369226
"1481","MENACTRA (D3)","FLUZONE (D30)",0,0,16,46,16,48,"",0,0,3.6584145251791e-15,14.4367070873237
"1482","MENACTRA (D3)","FLUZONE (D7)",0.015,1,22,45,23,48,"CXCL8",4.35,2.08,5.73596135011223e-17,16.2413937836808
"1483","MENACTRA (D3)","FLUMIST (D3)",0.003,4,1234,42,1245,48,"SFN, AIF1, CARD9, TBC1D8",0.32,8.33,1.42193569800155e-74,73.8471200425897
"1484","MENACTRA (D3)","FLUMIST (D7)",0.002,4,2399,42,2445,48,"C5AR1, IL1B, CXCL8, C3AR1",0.16,8.33,1.60862378684997e-86,85.7935455136384
"1485","MENACTRA (D3)","FLUMIST (D1)",0,0,15,46,15,48,"",0,0,1.41763562850689e-14,13.8484353804814
"1486","MENACTRA (D3)","FLUENZ (D3-4)",0,0,6,46,6,48,"",0,0,4.91194841275298e-08,7.3087462029773
"1487","MENACTRA (D3)","FLUMIST (D30)",0,0,15,46,15,48,"",0,0,1.41763562850689e-14,13.8484353804814
"1488","MENACTRA (D3)","FLUENZ (D6-7)",0.019,1,8,45,9,48,"CXCL8",11.11,2.08,8.64997204761532e-09,8.06298529595554
"1489","MENACTRA (D3)","MENACTRA (D7)",0,0,46,14,48,14,"",0,0,5.76505155592808e-14,13.2391968045263
"1490","MENACTRA (D3)","WETVAX (D2-4)",0.014,2,44,99,48,101,"C2, SERPING1",4.17,1.98,3.22240964008118e-35,34.4918192518999
"1491","MENACTRA (D3)","WETVAX (D5-7)",0.014,7,39,467,48,520,"A2M, AIF1, C3AR1, C1QA, C1QB, C2, SERPING1",14.58,1.35,9.70925471455398e-52,51.0128141053936
"1492","MENACTRA (D3)","WETVAX (D50-60)",0.006,2,44,311,48,314,"C3AR1, CXCL8",4.17,0.64,2.10268255945358e-54,53.6772262875056
"1493","MENACTRA (D3)","MVA85A (D2)",0.057,6,40,61,48,67,"C3AR1, CFD, IL6, IL1A, SERPING1, TNF",12.5,8.96,2.27253971810778e-23,22.6434885176971
"1494","MENACTRA (D3)","ZOSTAVAX (D1)",0,0,46,14,48,14,"",0,0,5.76505155592808e-14,13.2391968045263
"1495","MENACTRA (D3)","ZOSTAVAX (D3)",0,0,46,7,48,7,"",0,0,6.48747903571152e-09,8.18792403256383
"1496","MENACTRA (D3)","YF VAX (ANY)",0,0,46,29,48,29,"",0,0,1.96108667560906e-21,20.7075032110712
"1497","MENACTRA (D3)","YF17D (D3)",0.022,2,44,44,48,94,"C3AR1, SERPING1",4.17,2.13,1.01998316927203e-23,22.9914069944661
"1498","MENACTRA (D3)","YF VAX (D4-7)",0.002,1,45,600,48,601,"SERPING1",2.08,0.17,9.15161199880063e-69,68.0385024009584
"1499","MENACTRA (D3)","STAMARIL (D10)",0.003,1,45,302,48,303,"SERPING1",2.08,0.33,4.58466976411368e-56,55.3386919413
"1500","MENACTRA (D3)","STAMARIL (D14)",0,0,46,70,48,70,"",0,0,1.94257125379173e-33,32.7116230422511
"1501","MENACTRA (D3)","STAMARIL (D28)",0,0,46,40,48,40,"",0,0,1.85316210921221e-25,24.7320865882057
"1502","MENACTRA (D3)","STAMARIL (D3)",0.011,4,42,319,48,323,"C3AR1, C1QA, C1QB, SERPING1",8.33,1.24,6.4522858508295e-51,50.1902864006309
"1503","MENACTRA (D3)","STAMARIL (D60)",0,0,46,84,48,84,"",0,0,2.82007402791004e-36,35.549739491152
"1504","MENACTRA (D3)","STAMARIL (D7)",0.008,4,42,479,48,483,"C3AR1, C1QA, C1QB, SERPING1",8.33,0.83,7.00577949582305e-58,57.1545435360526
"1505","MENACTRA (D7)","RVSV ZEBOV (D7)",0,0,10,14,10,14,"",0,0,5.09877343906151e-07,6.29253428521853
"1506","MENACTRA (D7)","LVS F TULARENSIS (H18)",0.011,1,77,13,78,14,"HSP90B1",1.28,7.14,7.30199975350313e-15,14.136558186047
"1507","MENACTRA (D7)","LVS F TULARENSIS (H192)",0.011,1,77,13,78,14,"HSP90B1",1.28,7.14,7.30199975350313e-15,14.136558186047
"1508","MENACTRA (D7)","LVS F TULARENSIS (H336)",0.011,1,77,13,78,14,"HSP90B1",1.28,7.14,7.30199975350313e-15,14.136558186047
"1509","MENACTRA (D7)","LVS F TULARENSIS (H48)",0.011,1,77,13,78,14,"HSP90B1",1.28,7.14,7.30199975350313e-15,14.136558186047
"1510","MENACTRA (D7)","CN54GP140 (D1)",0,1,171,13,174,14,"",0.57,7.14,4.51390978900867e-19,18.3454471245953
"1511","MENACTRA (D7)","CN54GP140 (D3)",0,0,74,14,74,14,"",0,0,1.55473200493248e-16,15.8083444611771
"1512","MENACTRA (D7)","CN54GP140 (D7)",0,0,49,14,49,14,"",0,0,2.67470750840871e-14,13.5727237031491
"1513","MENACTRA (D7)","CN54GP140 (H6)",0,0,100,14,100,14,"",0,0,3.19867462890666e-18,17.4950299343632
"1514","MENACTRA (D7)","HIV-1 GAG-POL NEF (D1)",0,2,2024,12,2029,14,"IGHD, ",0.1,14.29,8.77039638243013e-30,29.0569807780351
"1515","MENACTRA (D7)","HIV-1 GAG-POL NEF (D3)",0,0,142,14,142,14,"",0,0,3.14516477804265e-20,19.5023565965398
"1516","MENACTRA (D7)","HPV-VLP (M2)",0,1,609,13,612,14,"",0.16,7.14,4.64306792244164e-26,25.3331949630868
"1517","MENACTRA (D7)","INFLUENZA (D1)",0,0,26,14,26,14,"",0,0,4.30905771204759e-11,10.3656176892823
"1518","MENACTRA (D7)","PANDEMRIX (D1)",0,0,21,14,21,14,"",0,0,4.31042025994075e-10,9.36548038467097
"1519","MENACTRA (D7)","FLUARIX FLUVIRIN (D3)",0,1,1054,13,1061,14,"",0.09,7.14,3.98863848944258e-29,28.3991753242204
"1520","MENACTRA (D7)","INFLUENZA (D3)",0,0,40,14,40,14,"",0,0,3.08131003693744e-13,12.5112646014049
"1521","MENACTRA (D7)","PANDEMRIX (D3)",0,0,5,14,5,14,"",0,0,8.59993120055039e-05,4.06550502309839
"1522","MENACTRA (D7)","PANDEMRIX (D30)",0,0,6,14,6,14,"",0,0,2.57997936016511e-05,4.58838376837873
"1523","MENACTRA (D7)","FLUARIX FLUVIRIN (D7)",0.013,12,836,2,860,14,", FCRL5, HSP90B1, IGHD, IGHG1, IGHG3, JCHAIN, IGLL1, PDIA6, TNFRSF13B, TNFRSF17, TXNDC5",1.4,85.71,0.000252199819857271,3.59825522797317
"1524","MENACTRA (D7)","INFLUENZA (D7)",0.037,4,68,10,72,14,", IGHG1, IGHG3, IGLV2-14",5.56,28.57,4.67914385643362e-10,9.32983360257552
"1525","MENACTRA (D7)","PANDEMRIX (D7)",0,0,33,14,33,14,"",0,0,2.92702538074941e-12,11.5335735117064
"1526","MENACTRA (D7)","INACTIVATED INFLUENZA (D0)",0,0,5,14,5,14,"",0,0,8.59993120055039e-05,4.06550502309839
"1527","MENACTRA (D7)","FLUZONE (D1)",0,0,12,14,13,14,"",0,0,1.03544322147095e-07,6.98487371065553
"1528","MENACTRA (D7)","FLUZONE (D30)",0,0,16,14,16,14,"",0,0,6.87650670708678e-09,8.16263212907868
"1529","MENACTRA (D7)","FLUZONE (D7)",0.029,1,22,13,23,14,"TNFRSF17",4.35,7.14,6.05853514313893e-09,8.21763236859845
"1530","MENACTRA (D7)","FLUMIST (D3)",0.002,3,1235,11,1245,14,", IGHG1, PDIA6",0.24,21.43,1.31597716331762e-24,23.8807516471439
"1531","MENACTRA (D7)","FLUMIST (D7)",0,2,2401,12,2445,14,", PDIA6",0.08,14.29,1.13830996382564e-30,29.9437394626779
"1532","MENACTRA (D7)","FLUMIST (D1)",0,0,15,14,15,14,"",0,0,1.28934500757877e-08,7.88963085701494
"1533","MENACTRA (D7)","FLUENZ (D3-4)",0,0,6,14,6,14,"",0,0,2.57997936016511e-05,4.58838376837873
"1534","MENACTRA (D7)","FLUMIST (D30)",0,1,14,13,15,14,"",6.67,7.14,7.47820104395686e-07,6.126202863452
"1535","MENACTRA (D7)","FLUENZ (D6-7)",0,0,9,14,9,14,"",0,0,1.22370562537476e-06,5.91232304350692
"1536","MENACTRA (D7)","MENACTRA (D3)",0,0,46,14,48,14,"",0,0,5.76505155592808e-14,13.2391968045263
"1537","MENACTRA (D7)","WETVAX (D2-4)",0.009,1,13,100,14,101,"TXNDC5",7.14,0.99,3.23066137519574e-16,15.4907085605806
"1538","MENACTRA (D7)","WETVAX (D5-7)",0.004,3,11,471,14,520,", IGHG1, IGLL1",21.43,0.58,4.66344830904987e-20,19.3312928327145
"1539","MENACTRA (D7)","WETVAX (D50-60)",0,1,13,312,14,314,"",7.14,0.32,2.36507341480977e-22,21.626155373678
"1540","MENACTRA (D7)","MVA85A (D2)",0,1,13,66,14,67,"",7.14,1.49,4.44252235413506e-14,13.3523703782096
"1541","MENACTRA (D7)","ZOSTAVAX (D1)",0,0,14,14,14,14,"",0,0,4.98546736263792e-08,7.30229412250768
"1542","MENACTRA (D7)","ZOSTAVAX (D3)",0,0,14,7,14,7,"",0,0,8.59993120055039e-06,5.06550502309839
"1543","MENACTRA (D7)","YF VAX (ANY)",0,0,14,29,14,29,"",0,0,1.27585259539924e-11,10.8941994985793
"1544","MENACTRA (D7)","YF17D (D3)",0,0,14,46,14,94,"",0,0,5.76505155592809e-14,13.2391968045263
"1545","MENACTRA (D7)","YF VAX (D4-7)",0,0,14,601,14,601,"",0,0,9.13889356534235e-29,28.0391063805849
"1546","MENACTRA (D7)","STAMARIL (D10)",0.006,3,11,300,14,303,", JCHAIN, TXNDC5",21.43,0.99,5.92876202264539e-18,17.2270359816547
"1547","MENACTRA (D7)","STAMARIL (D14)",0.078,6,8,64,14,70,"FCRL5, HSP90B1, JCHAIN, TNFRSF13B, TNFRSF17, TXNDC5",42.86,8.57,1.28076734797086e-07,6.89252975290078
"1548","MENACTRA (D7)","STAMARIL (D28)",0,0,14,40,14,40,"",0,0,3.08131003693744e-13,12.5112646014049
"1549","MENACTRA (D7)","STAMARIL (D3)",0,0,14,323,14,323,"",0,0,4.70392277791698e-25,24.3275398164812
"1550","MENACTRA (D7)","STAMARIL (D60)",0,0,14,84,14,84,"",0,0,3.06495331758196e-17,16.5135761358506
"1551","MENACTRA (D7)","STAMARIL (D7)",0,1,13,482,14,483,"",7.14,0.21,9.29017557228328e-25,24.0319760783257
"1552","WETVAX (D2-4)","RVSV ZEBOV (D7)",0.037,4,6,97,10,101,"CXCL10, HERC5, IFIT1, RSAD2",40,3.96,1.16198925836988e-07,6.9347978866206
"1553","WETVAX (D2-4)","LVS F TULARENSIS (H18)",0.023,4,74,97,78,101,"FCGR3A, ICAM1, FCGR1A, FCGR2B",5.13,3.96,3.95534598818169e-45,44.4028155212217
"1554","WETVAX (D2-4)","LVS F TULARENSIS (H192)",0.029,5,73,96,78,101,"FCGR2B, FCGR3A, ICAM1, SOD2, FCGR1A",6.41,4.95,1.38437109586359e-43,42.8587474768714
"1555","WETVAX (D2-4)","LVS F TULARENSIS (H336)",0.029,5,73,96,78,101,"FCGR2B, ICAM1, SOD2, FCGR1A, FCGR3A",6.41,4.95,1.38437109586359e-43,42.8587474768714
"1556","WETVAX (D2-4)","LVS F TULARENSIS (H48)",0.029,5,73,96,78,101,"FCGR1A, FCGR2B, FCGR3A, ICAM1, SOD2",6.41,4.95,1.38437109586359e-43,42.8587474768714
"1557","WETVAX (D2-4)","CN54GP140 (D1)",0,0,172,101,174,101,"",0,0,1.50078566190556e-77,76.8236813280755
